"meterid","sitename","simscode","utility","readingtime","readingvalue","readingunits","year","month","day"
"247280","Scott House","1108","COOLING","2025-09-01T05:00:00","0.0","kWh","2025","09","01"
"246338","Scott House","1108","ELECTRICITY","2025-09-01T05:00:00","22.21801633448495","kWh","2025","09","01"
"246337","Scott House","1108","ELECTRICITY","2025-09-01T05:00:00","24.423486444541872","kWh","2025","09","01"
"246576","Scott House","1108","GAS","2025-09-01T05:00:00","86.7434461050957","kWh","2025","09","01"
"247556","Scott House","1108","HEAT","2025-09-01T05:00:00","51.98495993304418","kWh","2025","09","01"
"246338","Scott House","1108","ELECTRICITY","2025-09-01T05:15:00","22.125077777500266","kWh","2025","09","01"
"247556","Scott House","1108","HEAT","2025-09-01T05:15:00","51.58105954120009","kWh","2025","09","01"
"246576","Scott House","1108","GAS","2025-09-01T05:15:00","98.69297773586044","kWh","2025","09","01"
"246337","Scott House","1108","ELECTRICITY","2025-09-01T05:15:00","24.864213889295545","kWh","2025","09","01"
"247280","Scott House","1108","COOLING","2025-09-01T05:15:00","0.0","kWh","2025","09","01"
"246337","Scott House","1108","ELECTRICITY","2025-09-01T05:30:00","27.37627516641747","kWh","2025","09","01"
"247280","Scott House","1108","COOLING","2025-09-01T05:30:00","0.0","kWh","2025","09","01"
"246338","Scott House","1108","ELECTRICITY","2025-09-01T05:30:00","22.124922221569964","kWh","2025","09","01"
"247556","Scott House","1108","HEAT","2025-09-01T05:30:00","53.77661209288948","kWh","2025","09","01"
"246576","Scott House","1108","GAS","2025-09-01T05:30:00","57.57639526862289","kWh","2025","09","01"
"246337","Scott House","1108","ELECTRICITY","2025-09-01T05:45:00","25.037535612528835","kWh","2025","09","01"
"246338","Scott House","1108","ELECTRICITY","2025-09-01T05:45:00","22.824066666016975","kWh","2025","09","01"
"247280","Scott House","1108","COOLING","2025-09-01T05:45:00","0.0","kWh","2025","09","01"
"246576","Scott House","1108","GAS","2025-09-01T05:45:00","59.489767956298905","kWh","2025","09","01"
"247556","Scott House","1108","HEAT","2025-09-01T05:45:00","56.678910585104745","kWh","2025","09","01"
"246337","Scott House","1108","ELECTRICITY","2025-09-01T06:00:00","25.192558998518315","kWh","2025","09","01"
"247556","Scott House","1108","HEAT","2025-09-01T06:00:00","56.787791199659935","kWh","2025","09","01"
"246576","Scott House","1108","GAS","2025-09-01T06:00:00","60.39406864866616","kWh","2025","09","01"
"247280","Scott House","1108","COOLING","2025-09-01T06:00:00","0.0","kWh","2025","09","01"
"246338","Scott House","1108","ELECTRICITY","2025-09-01T06:00:00","23.32134427793479","kWh","2025","09","01"
"247280","Scott House","1108","COOLING","2025-09-01T06:15:00","0.0","kWh","2025","09","01"
"246338","Scott House","1108","ELECTRICITY","2025-09-01T06:15:00","23.371594278677367","kWh","2025","09","01"
"246337","Scott House","1108","ELECTRICITY","2025-09-01T06:15:00","25.84953611129584","kWh","2025","09","01"
"246576","Scott House","1108","GAS","2025-09-01T06:15:00","113.93076996392983","kWh","2025","09","01"
"247556","Scott House","1108","HEAT","2025-09-01T06:15:00","57.55547449990284","kWh","2025","09","01"
"247280","Scott House","1108","COOLING","2025-09-01T06:30:00","0.0","kWh","2025","09","01"
"247556","Scott House","1108","HEAT","2025-09-01T06:30:00","59.715616078318575","kWh","2025","09","01"
"246338","Scott House","1108","ELECTRICITY","2025-09-01T06:30:00","22.660894943603004","kWh","2025","09","01"
"246576","Scott House","1108","GAS","2025-09-01T06:30:00","89.1909005938849","kWh","2025","09","01"
"246337","Scott House","1108","ELECTRICITY","2025-09-01T06:30:00","22.991571889035402","kWh","2025","09","01"
"246337","Scott House","1108","ELECTRICITY","2025-09-01T06:45:00","22.625261110834156","kWh","2025","09","01"
"247280","Scott House","1108","COOLING","2025-09-01T06:45:00","0.0","kWh","2025","09","01"
"246338","Scott House","1108","ELECTRICITY","2025-09-01T06:45:00","22.047438723491503","kWh","2025","09","01"
"246576","Scott House","1108","GAS","2025-09-01T06:45:00","67.45352026559586","kWh","2025","09","01"
"247556","Scott House","1108","HEAT","2025-09-01T06:45:00","60.851810109861326","kWh","2025","09","01"
"246338","Scott House","1108","ELECTRICITY","2025-09-01T07:00:00","21.85344738761739","kWh","2025","09","01"
"247556","Scott House","1108","HEAT","2025-09-01T07:00:00","59.44524189781012","kWh","2025","09","01"
"246337","Scott House","1108","ELECTRICITY","2025-09-01T07:00:00","23.020963722285813","kWh","2025","09","01"
"247280","Scott House","1108","COOLING","2025-09-01T07:00:00","0.0","kWh","2025","09","01"
"246576","Scott House","1108","GAS","2025-09-01T07:00:00","53.63089607195302","kWh","2025","09","01"
"246576","Scott House","1108","GAS","2025-09-01T07:15:00","85.78457916782556","kWh","2025","09","01"
"246338","Scott House","1108","ELECTRICITY","2025-09-01T07:15:00","21.996208167009367","kWh","2025","09","01"
"247556","Scott House","1108","HEAT","2025-09-01T07:15:00","56.05234600001282","kWh","2025","09","01"
"247280","Scott House","1108","COOLING","2025-09-01T07:15:00","0.0","kWh","2025","09","01"
"246337","Scott House","1108","ELECTRICITY","2025-09-01T07:15:00","23.421869277657628","kWh","2025","09","01"
"246338","Scott House","1108","ELECTRICITY","2025-09-01T07:30:00","21.70375016650961","kWh","2025","09","01"
"246576","Scott House","1108","GAS","2025-09-01T07:30:00","61.662558135304586","kWh","2025","09","01"
"247280","Scott House","1108","COOLING","2025-09-01T07:30:00","0.0","kWh","2025","09","01"
"247556","Scott House","1108","HEAT","2025-09-01T07:30:00","56.01410502413652","kWh","2025","09","01"
"246337","Scott House","1108","ELECTRICITY","2025-09-01T07:30:00","23.031786443850336","kWh","2025","09","01"
"246338","Scott House","1108","ELECTRICITY","2025-09-01T07:45:00","21.80357238780241","kWh","2025","09","01"
