"date","latitude","longitude","temperature_2m","shortwave_radiation","direct_radiation","diffuse_radiation","direct_normal_irradiance","relative_humidity_2m","dew_point_2m","precipitation","wind_speed_10m","wind_speed_100m","wind_direction_100m","wind_direction_10m","cloud_cover","apparent_temperature","partition_0"
"2025-08-07T03:00:00","40.0795156","-83.0732128","76.65980529785156","0","0.0","0","0.0","59.395408630371094","61.449798583984375","0.0","3.91474962234497","8.365602493286133","150.35023498535156","143.13002014160156","2","78.9751205444336","2025-01-01_2025-11-05"
"2025-08-07T04:00:00","40.0795156","-83.0732128","75.6697998046875","0","0.0","0","0.0","61.57806396484375","61.53980255126953","0.0","5.313757419586182","11.257467269897461","152.16201782226562","149.65682983398438","0","77.43202209472656","2025-01-01_2025-11-05"
"2025-08-07T05:00:00","40.0795156","-83.0732128","74.13980102539062","0","0.0","0","0.0","64.60196685791016","61.449798583984375","0.0","4.9137678146362305","10.896050453186035","144.18875122070312","138.6914825439453","1","76.03523254394531","2025-01-01_2025-11-05"
"2025-08-07T06:00:00","40.0795156","-83.0732128","72.5197982788086","0","0.0","0","0.0","67.35582733154297","61.08980178833008","0.0","4.541991710662842","9.833898544311523","146.129150390625","142.001220703125","2","74.42639923095703","2025-01-01_2025-11-05"
"2025-08-07T07:00:00","40.0795156","-83.0732128","71.25980377197266","0","0.0","0","0.0","68.0799331665039","60.18980026245117","0.0","4.988309383392334","10.34113597869873","141.14662170410156","132.2736358642578","36","72.61800384521484","2025-01-01_2025-11-05"
"2025-08-07T08:00:00","40.0795156","-83.0732128","70.08979797363281","0","0.0","0","0.0","68.6080093383789","59.28980255126953","0.0","4.7453932762146","10.156201362609863","143.50860595703125","135.00010681152344","87","71.20063781738281","2025-01-01_2025-11-05"
"2025-08-07T09:00:00","40.0795156","-83.0732128","69.00980377197266","0","0.0","0","0.0","72.10722351074219","59.64979934692383","0.0","4.45438289642334","9.358711242675781","155.272705078125","141.11549377441406","97","70.38336944580078","2025-01-01_2025-11-05"
"2025-08-07T10:00:00","40.0795156","-83.0732128","68.19979858398438","0","0.0","0","0.0","77.28793334960938","60.819801330566406","0.0","4.623885154724121","9.990402221679688","158.31764221191406","147.8477325439453","98","69.96543884277344","2025-01-01_2025-11-05"
"2025-08-07T11:00:00","40.0795156","-83.0732128","67.65980529785156","4","1.0","3","15.158815383911133","83.11255645751953","62.34980010986328","0.0","3.88266110420227","8.304815292358398","154.47035217285156","138.50363159179688","100","70.37065887451172","2025-01-01_2025-11-05"
"2025-08-07T12:00:00","40.0795156","-83.0732128","69.27980041503906","90","46.0","44","284.64141845703125","84.27196502685547","64.32980346679688","0.0","4.514363765716553","9.284224510192871","148.79954528808594","138.0128631591797","92","72.58592224121094","2025-01-01_2025-11-05"
"2025-08-07T13:00:00","40.0795156","-83.0732128","71.34980010986328","253","165.0","88","478.3073425292969","81.03843688964844","65.22979736328125","0.0","4.161060333251953","5.864397048950195","145.09742736816406","143.74607849121094","97","75.21359252929688","2025-01-01_2025-11-05"
"2025-08-07T14:00:00","40.0795156","-83.0732128","75.03980255126953","437","322.0","115","614.603271484375","72.47662353515625","65.58979797363281","0.0","4.758556842803955","6.409698009490967","150.7512664794922","150.42225646972656","95","78.81505584716797","2025-01-01_2025-11-05"
"2025-08-07T15:00:00","40.0795156","-83.0732128","78.8198013305664","609","474.0","135","697.6258544921875","63.3472785949707","65.3198013305664","0.0","5.160881042480469","6.811840057373047","150.4886016845703","150.1011962890625","5","82.9294662475586","2025-01-01_2025-11-05"
"2025-08-07T16:00:00","40.0795156","-83.0732128","82.05979919433594","732","598.0","134","746.6135864257812","54.88105392456055","64.23979949951172","0.0","5.217535972595215","6.924770832061768","148.87759399414062","149.03631591796875","76","86.96829223632812","2025-01-01_2025-11-05"
"2025-08-07T17:00:00","40.0795156","-83.0732128","84.03980255126953","767","554.0","213","629.4542236328125","51.31853485107422","64.14979553222656","0.0","4.670993328094482","6.085297584533691","162.89718627929688","163.30067443847656","98","89.54884338378906","2025-01-01_2025-11-05"
"2025-08-07T18:00:00","40.0795156","-83.0732128","85.38980102539062","771","597.0","174","654.9142456054688","48.37504959106445","63.699798583984375","0.0","4.591302871704102","5.94490909576416","175.68405151367188","177.2073516845703","100","90.78055572509766","2025-01-01_2025-11-05"
"2025-08-07T19:00:00","40.0795156","-83.0732128","84.39979553222656","363","63.0","300","70.53936004638672","48.53608322143555","62.889801025390625","0.0","4.152030944824219","5.275953769683838","184.8644256591797","184.6353759765625","100","87.21199035644531","2025-01-01_2025-11-05"
"2025-08-07T20:00:00","40.0795156","-83.0732128","84.75980377197266","389","64.0","325","77.48023986816406","47.075199127197266","62.34980010986328","0.0","3.580947160720825","4.562602519989014","191.3098907470703","194.4703369140625","100","87.5828857421875","2025-01-01_2025-11-05"
"2025-08-07T21:00:00","40.0795156","-83.0732128","82.4197998046875","441","192.0","249","268.59747314453125","53.39714050292969","63.78980255126953","0.015748031437397","4.228166580200195","5.55321455001831","214.3302764892578","217.47625732421875","98","85.5939712524414","2025-01-01_2025-11-05"
"2025-08-07T22:00:00","40.0795156","-83.0732128","82.86979675292969","344","212.0","132","373.8280029296875","52.62516403198242","63.78980255126953","0.003937007859349","2.658644199371338","3.537007570266723","161.56495666503906","157.7509307861328","90","86.70649719238281","2025-01-01_2025-11-05"
"2025-08-07T23:00:00","40.0795156","-83.0732128","82.77980041503906","290","206.0","84","524.2822875976562","52.77855682373047","63.78980255126953","0.0","2.955042362213134","3.668952703475952","127.56866455078125","119.47579956054688","71","86.49139404296875","2025-01-01_2025-11-05"
"2025-08-08T00:00:00","40.0795156","-83.0732128","81.60980224609375","118","66.0","52","323.3373107910156","54.99205017089844","63.879798889160156","0.0","3.906752824783325","5.024543285369873","106.82149505615234","103.24053192138672","31","84.96045684814453","2025-01-01_2025-11-05"
"2025-08-08T01:00:00","40.0795156","-83.0732128","77.55979919433594","13","5.0","8","55.37196731567383","70.94160461425781","67.38980102539062","0.0","2.693704843521118","6.239586353302002","104.53450012207031","85.23644256591797","15","83.06839752197266","2025-01-01_2025-11-05"
"2025-08-08T02:00:00","40.0795156","-83.0732128","76.29979705810547","0","0.0","0","0.0","75.58821105957031","68.0197982788086","0.0","3.243650197982788","7.436132431030273","111.16133117675781","90.0","14","81.89103698730469","2025-01-01_2025-11-05"
"2025-08-08T03:00:00","40.0795156","-83.0732128","75.12979888916016","0","0.0","0","0.0","76.42863464355469","67.20980072021484","0.0","4.968204975128174","10.301136016845703","131.47845458984375","121.1849136352539","23","79.59164428710938","2025-01-01_2025-11-05"
"2025-08-08T04:00:00","40.0795156","-83.0732128","74.13980102539062","0","0.0","0","0.0","72.6156997680664","64.77980041503906","0.0","6.562078475952148","13.613114356994629","151.5399169921875","150.3763427734375","0","76.7804946899414","2025-01-01_2025-11-05"
"2025-08-08T05:00:00","40.0795156","-83.0732128","73.05979919433594","0","0.0","0","0.0","72.96817779541016","63.879798889160156","0.0","6.082213401794434","13.221502304077148","150.61593627929688","147.77127075195312","0","75.49982452392578","2025-01-01_2025-11-05"
"2025-08-08T06:00:00","40.0795156","-83.0732128","71.88980102539062","0","0.0","0","0.0","75.4305648803711","63.699798583984375","0.0","5.123169898986816","11.548208236694336","148.4652557373047","143.8805694580078","9","74.6563949584961","2025-01-01_2025-11-05"
"2025-08-08T07:00:00","40.0795156","-83.0732128","70.89979553222656","0","0.0","0","0.0","77.51509857177734","63.519798278808594","0.0","5.336076736450195","11.658720016479492","151.95994567871094","146.97613525390625","1","73.49811553955078","2025-01-01_2025-11-05"
"2025-08-08T08:00:00","40.0795156","-83.0732128","69.90980529785156","0","0.0","0","0.0","79.91987609863281","63.42980194091797","0.0","5.502292633056641","11.60224723815918","160.8662567138672","153.4350128173828","0","72.39924621582031","2025-01-01_2025-11-05"
"2025-08-08T09:00:00","40.0795156","-83.0732128","69.18980407714844","0","0.0","0","0.0","82.42900848388672","63.60980224609375","0.0","5.590261936187744","11.720256805419922","166.7594757080078","160.11474609375","0","71.72149658203125","2025-01-01_2025-11-05"
"2025-08-08T10:00:00","40.0795156","-83.0732128","68.46980285644531","0","0.0","0","0.0","84.75529479980469","63.699798583984375","0.0","5.101144790649414","11.088955879211426","171.2978515625","164.7448272705078","0","71.24822998046875","2025-01-01_2025-11-05"
"2025-08-08T11:00:00","40.0795156","-83.0732128","67.83979797363281","3","1.0","2","15.493464469909668","86.61062622070312","63.699798583984375","0.0","5.304332256317139","10.789322853088379","162.504150390625","155.05612182617188","0","70.53282165527344","2025-01-01_2025-11-05"
"2025-08-08T12:00:00","40.0795156","-83.0732128","69.45980072021484","91","50.0","41","311.8517150878906","81.9292221069336","63.699798583984375","0.0","4.469803810119629","10.447651863098145","158.65414428710938","148.29861450195312","0","72.50424194335938","2025-01-01_2025-11-05"
"2025-08-08T13:00:00","40.0795156","-83.0732128","71.52980041503906","259","181.0","78","528.4364624023438","79.791748046875","64.95980072021484","0.0","4.602189540863037","6.729615688323975","158.5522003173828","154.05775451660156","0","75.08291625976562","2025-01-01_2025-11-05"
"2025-08-08T14:00:00","40.0795156","-83.0732128","74.67980194091797","445","345.0","100","661.3154296875","73.35386657714844","65.58979797363281","0.0","4.661609649658203","6.204399585723877","152.04913330078125","149.74365234375","0","78.49635314941406","2025-01-01_2025-11-05"
"2025-08-08T15:00:00","40.0795156","-83.0732128","77.9197998046875","619","509.0","110","751.4252319335938","67.95698547363281","66.48979949951172","0.0","5.054333209991455","6.6095685958862305","156.03750610351562","155.13632202148438","1","82.73649597167969","2025-01-01_2025-11-05"
"2025-08-08T16:00:00","40.0795156","-83.0732128","80.70980072021484","758","639.0","119","799.7783813476562","63.18144226074219","67.02980041503906","0.003937007859349","5.590261936187744","7.396491050720215","159.6466827392578","160.11474609375","90","87.02174377441406","2025-01-01_2025-11-05"
